content,spam,,
omg!! rainbow bright!!! omg!! i haven watched that since i was five years old!!! oh my god... blast to the past.\ufeff,,,
Mac and Me is one of my favorite movies.\ufeff,,,
I'm surprised the emoji movie didn't get on this list\ufeff,,,
I don't think I should be scared of these movies...... But I am.\ufeff,,,
1000th comment\ufeff,,,
"1,000th comment xddd\nkms\ufeff",,,
No I am!!  It says 999 for me\ufeff,,,
fred has 0% rotten tomatoes\ufeff,,,
link your jokes tho... that was not right.\ufeff,,,
"spring, it' spring!! this horse is high xD\ufeff",,,
It's so nice to see 2 guys not afraid to show how much they care about each other. I hope they have a big male fan base.\ufeff,,,
"My husband does a similar thing on his channel where he takes bad movies and tries to pick out the good things, so I understand how hard this must've been for you guys! His channel is called Screaming Shark if anyone wants to check it out \ud83d\ude04\ufeff",,,
Rainbow Brite is FANTASTIC\ufeff,,,
These innuendos are hilarious\ufeff,,,
I Loved The Movie Mac and Me .. It Kept Me and My Grandbabies entertained for Hours ;)\ufeff,,,
"Empire of the Ants is pure corny, stupid goodness. It is so bad it's good.\ufeff",,,
"the rainbow brite movie wasn't that bad.\n\nit is a movie for lil kids, but it wasn't terrible.\ufeff",,,
Why is link wearing a girls shirt??!!\ufeff,,,
"Never heard of The Lonely Lady, so can't say anything about that one.\nAs for Staying Alive... I didn't watch it, but I remember hearing alot of people liked it.\ufeff",,,
Empire of the ants was a great movie for it's time.\nI don't get how some of these get 0%\ufeff,,,
How did Rainbow Brite get 0%\nRainbow Brite was Awesome!\ufeff,,,
Donnie Rogers? Oh please let him open a chain of chicken restaurants!  Kenny's Roasters FTW!\ufeff,,,
3:35 this is a family show folks. \n\nThanks Neal I wasn't planning on sleeping or eating.\ufeff,,,
link looks like a stay at home mom :)\ufeff,,,
\ud83e\udd23\ud83e\udd23\ud83e\udd23\ud83d\udc4f\ud83c\udffc\ufeff,,,
OMFGGGGGGG IM AM SOOOOO FFFFFFKNG EXCITED U INCLUDED STAYING ALIVE THIS IS LITERALLY MY ALL TIME FAV MOVIE!!!!! LMAOOOO I KNOW EVERY SONG AND ACTUALLY OWN IT ON DVD LOLLLL\ufeff,,,
"\Even little things need a helping hand.\""\ufeff""",,,
sorry dumb wittle \u00a0dudes\ufeff,,,
"\I think I just found the new soundtrack to me and my wife's lovemaking!\"" LINK"," ""19 hours ago"""," ""Kerkor"""," ""Ugxa-uB49mShgnTXdaR4AaABAg""}"
Link got O W N E D\ufeff,,,
Link looks like Rachel Maddow nowa days lol\ufeff,,,
link wearing his wife's sweater?\ufeff,,,
is link wearing a womans sweater\ufeff,,,
rainbow shite\ufeff,,,
Ayyy yo y'all need to chill\ufeff,,,
"Y'all forgot about the whitewashed dbz movie, DragonBall Evolution\ufeff",,,
Links sweater \ud83d\ude02\ufeff,,,
\u201cEven little things need a helping wing\u201d what a roast\ufeff,,,
i just got your book and i love it! you guys are really the best! i really love you.\ufeff,,,
At 5:29 my boy link busted like three kinds of nuts there.\ufeff,,,
Is that guy on the right a parody?\ufeff,,,
The season of GMM has been extremely cringey\ufeff,,,
Link I'm 100% sure that's a woman's sweater\ufeff,,,
4:82 news medias noise\npeople on social medias noises\nyoutube comments(including this one) noises\ufeff,,,
i have nightmares from mac and me\ufeff,,,
That alien Mac looks creepy\ufeff,,,
I watched ant empire\ufeff,,,
3:34 link.... fistbump\ufeff,,,
Mac & me was brilliant the wheelchair scene always had me in hysterics\ufeff,,,
I actually really liked Mac and me \ud83d\ude02even though it\u2019s creepy asFUCK\ufeff,,,
"I do cuss and make sex jokes myself, but not in certain scenarios like work or in public, i'd like to see gmm as not that scenario. See i much much much prefer the old gmm habits where they just didn't say it rather than bleep it. And they're using more sex jokes and they're more prominent and not as low key with it, to be honest i'm not exactly pleased with it but not annoyed enough to stop watching or really complain, as I'm a really loyal mythical beast and have been for years. I love you guys a lot and i hope this isn't seen as hate or anything, just maybe as a suggestion to perhaps turn it down a little?? But it is your show after all :) so whatever you say goes ^^\ufeff",,,
It can be as bad as it wants.. Rainbow Bright is still the shiz! (That might be the nostalgia talking ;P)\ufeff,,,
3:34 omg that was hilarious\ufeff,,,
I've just uploaded my first video. it's skyrim vr. check it out if you want.\ufeff,,,
Should have featured the Nostalgia Critic\ufeff,,,
3:43 remember when this channel was PG.\ufeff,,,
Rhett is plotting something : \u201cI actually have an Aunt problem in my house and now I know I should be treating it with an ax.\u201d\ufeff,,,
THE RAINBOW BRITE SONG JOKE WAS SO ADULT OMG LINK HAHAHAHAH\ufeff,,,
Is it trendy to wear a grandma sweater now ?\ufeff,,,
"Intro: Kyle Massey]\n\nWhooo!\nYeahhh!\nYeah. What's up?\nGo Cory! (Go, go!)\nGo Cory! (Go, go, go, go!)\nListen up\nHere we go!\n\nVerse 1: Kyle Massey]\n\nI'm the new kid, moving in\nGetting it done\nAnd I'm officially the candidate\nFor having some fun\nYou know\n\nBackground Vocals: Maiana Walsh]\n\nYou better calm down Cory\n(yea yea)\n\nVerse 2: Kyle Massey]\n\nI'm talking 'bout an all-out party\nAnd we're getting it started\nMr. President, you mind some electric guitar?\n\nBackground Vocals: Maiana Walsh]\n\nWashington D.C. will never be the same\nCause we've got\n\nBridge]\n\nCory, Cory, Cory\nIn the House (Yeah! It's a party every week, baby!)\n\nCory, Cory, Cory\nCheck it out (That's right, I'm in the House!)\n\nHe's gonna shake it up and change it (Shake it up)\nTake it all and rearrange it (Just a little bit)\nGot a new plan, hey Uncle Sam! (Look out now)\nWe've got Cory in the House! (Par-ty!)\nCory in the House! (I'm your man!)\ufeff",,,
3:05 end my suffering\ufeff,,,
STAYING ALIVE IS ONE OF MY FAVORITE MOVIES\ufeff,,,
Loved mac and me as a child..   still own it on dvd..  and still love it\ufeff,,,
Great way to advertise your book\ufeff,,,
"At 4:17, is she yelling \u201ccaviar\u201d O.o?\ufeff",,,
these movies deserve to be on Mystery Science Theater\ufeff,,,
The Emoji Movie\ufeff,,,
"Lol, no words\ufeff",,,
"mac and me was great,,,, a great coke advert\ufeff",,,
oh my God me and my dad watched that Empire of the ants on comet I was pointing out the flaws the whole time the animation errors you could tell the ants were poorly animated in they were climbing the sky for god sakes and those puppets were just way badly done\nand lightning Bliss is going to kill you for demoting Rainbow bright if she sees this\ufeff,,,
Anyone else think Mac (I'm assuming that Mac is the alien) actually kinda looks like Link??\ufeff,,,
Link you really stepped into that one.\ufeff,,,
im gonna miss lets talk about that who else will too\ufeff,,,
I disagree with 1 and 5.\ufeff,,,
Mac and me was amazing okay?\ufeff,,,
Creature looks cute\ufeff,,,
"I'm not digging  the .1,  .2....\ufeff",,,
Before I even start I f'n loved Mac n Me when I was a kid. I didn't give a crud if it was an ET ripjob.\ufeff,,,
"At 3:35 OMG, LMFAO!!!\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83e\udd23\ud83e\udd23\ud83e\udd23 \Even little things\""\ufeff""",,,
Fun Fact: Sylvester Stallone wrote Stayin Alive.\ufeff,,,
5:26 Boi that girl looks like a minion.\ufeff,,,
I'm just gonna say it..I love Stayin Alive.\ufeff,,,
3:00 Cringed so hard\ufeff,,,
"Personally, I think you failed the challenge.\ufeff",,,
subscribed\ufeff,,,
Hey guys just wanted to say that you two are the best and that you put a little bit of brightness on the worst days <3\ufeff,,,
I saw rainbow brite.\ufeff,,,
"When you score lower than Battlefield Earth, you've created something quite special.\ufeff",,,
Oh no! 2 of my favorite childhood movies are on the list! Lol! Mac and Me & Rainbow Brite and the Star stealer! That\u2019s hilarious! I bet if I watched them now I would wonder what on earth I was thinking when I was little! Hahaha!\ufeff,,,
....links wearing a girl sweater...my mom has one like that....\ufeff,,,
they didn't play the mac and me wheelchair scene...\ufeff,,,
"I love you GMM! But it's unfortunate I can't watch new ones with my mom at the moment. It's getting really dirty but I love you guys too much to not watch it. Still excited to go to the tour of Mythically with my mom, just hoping you guys ease up a little bit.\n\nI totally get a few adult jokes here and there, and I am a high schooler so it's not like I don't hear it. I just hope you guys calm down a bit because it's starting to really bother me.\n\nI have a shirt, hat, book, and 2 tickets to the tour, so it's not like I won't stop watching. Again, I am just saying I hope it is kept to a minimum.\ufeff",,,
I loved Rainbow Brite!! \ud83d\ude02\ufeff,,,
JulieBean me to!!\ufeff,,,
the 2nd was jus a teen messing with a jaws ripoff they used photoshop\ufeff,,,
hey rhett n link stayon alive i have seen watch the full movie its alot better that was the worst scene\ufeff,,,
(Didnt see video yet) PLEASE DONT HAVE THE DARK CRYSTAL!!!!! I LOVE THAT MOVIE!!!\ufeff,,,
Mac and Me was \ud83d\udd25\ud83d\udd25\ud83d\udd25 tho\ufeff,,,
TRUE FACT: If you have an Ant issue in your House. You use a Large Can or Cans (depending on Lawn or yard size) of Instant Grits. Spread on Lawn like grass seed and you can use a Seed Spreader if you own one. Your Ant issue will cease to be one.\ufeff,,,
Emoji movie.\ufeff,,,
UHHH-uh-uh-uh-uh-uh \nUh-uh-uh-uh\nFIRE-fire-fire-fire\ufeff,,,
I DIED WHEN RHETT SAID 'EVEN LITTLE THINGS' link was ON IT\nI DIDNT EXPECT THAT OMG\ufeff,,,
Mac and me is my favorite movie\ufeff,,,
I loved the movie Mac and Me when I was younger...now seeing it I\u2019m questioning all the choices I ever made lol\ufeff,,,
I love MAc and me! My sister and I often whistle like them!\ufeff,,,
"3:45 I'm surprised they left that one in...... They usually are pretty careful to \dance around\"" the innuendoes as it were...... This is a family friendly channel (server)......!!!!!! Lol. :).\ufeff""",,,
BAD LInk! BAD! BAD! Does that sweater blend? It should.\ufeff,,,
4:28\ufeff,,,
\ud83d\ude44 Mac and me was pretty damn great. I feel like they never even saw it!\ufeff,,,
the knockoff et wasnt nearly as terrifying as et is.\ufeff,,,
Mac looks like a young Dobby\ufeff,,,
Links hair looks gray\ufeff,,,
"Link, no just no\ufeff",,,
Make a part 2 to calorie countdown\ufeff,,,
Let's go to candy mountain charlie\ufeff,,,
Wait what? What happened to the wheel? It just cut off at the end.\ufeff,,,
Link sex joke was literally Michael Scott\ufeff,,,
Wheres the emoji movie?\ufeff,,,
Not Rainbow Brite and the Star Stealer! Is nothing sacred?\ufeff,,,
Links shirt!!! I love it\ud83d\ude0d\ud83d\ude0d\ud83d\ude0d\ud83d\ude0d\ufeff,,,
when you get a Rhett and Link wix ad before the Rhett and Link vid\ufeff,,,
I love Mac and Me!!!!!\ufeff,,,
"I like your sweater link, I have one just like it and I am strait.\ufeff",,,
What the F was that sx joke???!!!!\ud83e\udd28\ud83e\udd2f\ufeff,,,
Pia Zadora.......?\ufeff,,,
"0% on rotten tomatoes means no one rated it over 60%, not that they all rated 0%.\ufeff",,,
"Oh wow!! Mac and Me was one of my absolute favourites when I was little! That, and Flight of the Navigator!!\ufeff",,,
I use to love mac & me\ufeff,,,
3:06 like this vid if u cringed\ufeff,,,
"I saw the ant movie as a tween, and it actually gave me nightmares lol\ufeff",,,
"Where is \the room\""?\ufeff""",,,
Foodfight is not on this list?\ufeff,,,
Mac and me scared me as a child\ufeff,,,
I thought link was a girl\ufeff,,,
Link is like a cute little old lady in that sweater\ufeff,,,
Rhett roasting Link \ud83d\ude02\ud83d\ude02\ud83d\udc80\ud83d\udc80\ud83d\udc80\ufeff,,,
Smoking fat DoInkS\ufeff,,,
Mac's family were nightmare inducing but I still loved the film as a kid.\ufeff,,,
Hey I love rainbow brite it's amazing\ud83d\udc97\ufeff,,,
I saw empire of the ants it was ok at first but then it was just bad and it made no sense\ufeff,,,
I haven't seen GMM in a while but is it just me? or does look lower saturation\ufeff,,,
The funny thing is I had the first movie. We watched it once then never saw it again for 3-4 years straight\ufeff,,,
"If the new GMM were on Rotten Tomatoes, it would also have a 0%.\ufeff",,,
Link looks like a gay barber\ufeff,,,
"Something positive about each of these:\n\nMovie one: That was really good makeup/costume design for the alien.\nMovie two: That seems like a really interesting plot.\nMovie three: Thats pretty good animation. Also rainbows are great.\nMovie four: Thats some good editing. Also, the plot sounds interesting. \nMovie five: My computer stopped working so I didn't see that movie. But uHm thats it\ufeff",,,
OML I HAD A NIGHTMARE WHEN I WAS LITTLE ABOUT GIANT ANTS\ufeff,,,
The Lonely Lady pretty much just looks like Naked Lunch\ufeff,,,
"You picked Stayin' Alive and you didn't choose the most cringey scene of the movie? Nothing says, \I'm so glad mom picked this movie\"" like Jamie Lee Curtis pelvic thrusting her way through your 80s console tv.\ufeff""",,,
"That's Perfect, actually. I knew my knowledge of horrible 80s John Travolta movies would come in handy some day! Made it, ma! Top of the world!\ufeff",,,
mac and me was a childhood movie for me omg xD\ufeff,,,
Is Link wearing a woman\u2019s sweater? Damn dude looks like a librarian\ufeff,,,
Posted on my birthday :)\ufeff,,,
Captain Planet should be on here. I know that this is movies . But that show was awful\ufeff,,,
"\If you cant say something nice don't say anything at all\"" well i guess i wont mention links sweater....\ufeff""",,,
I could say good things about that last movie: the music was pretty good and the human beings were attractive.\ufeff,,,
link man that comment was so uncalled for haha\ufeff,,,
No Mo Makeup....  NMM\ufeff,,,
"Lol I liked a couple of those movies as a kid...I even liked Howard the duck.  Back then all the movies were terrible, so we made due with what we had...so maybe that's why we played outside more....hmm...\ufeff",,,
STEP AWAY FROM MAC AND ME!! The R/C car opening is something you just dont forget.\ufeff,,,
"link your mother is contradicting herself, thats not a nice thing to say... she isnt a critical thinker... am i right or am i right\ufeff",,,
conan and paul rudd have a great mac and me bit going on\ufeff,,,
E V E N   L I T T L E   T H I N G S\ufeff,,,
Oh my Link is getting saucy xD\ufeff,,,
I honestly hate film critics. They're often overpaid and overrated.\ufeff,,,
I loved Mac and me\ufeff,,,
Mac and Me was good!\ufeff,,,
i feel like there jokes go along with how old i am it went from very little bad jokes to more older audience jokes\ufeff,,,
But I liked Mac and Me \ud83d\ude02\ud83e\udd37\ud83c\udffd\u200d\u2640\ufe0f\ufeff,,,
"Link is now the aunt at the dinner table judging everybody's life decisions. He say's \Really Darlene? You didn't have to marry him\""\ufeff""",,,
Miss the old show\ufeff,,,
"Ah the 80's, when every tv show and movie could have rainbows in it and not be considered gay.\ufeff",,,
How about we all say something nice about the show!\nIt always makes me laugh whenever I am feeling down.\ufeff,,,
"\Finally me and my wife have a good soundtrack to our love making.\""\n\nGuys"," ""Can I have a joe? Can I have a joe? A joe?"""," ""UgzBe_un0-khyERA5uZ4AaABAg""}",
AGREED\ufeff,,,
And ones that deserve a 0% ratings?..\ufeff,,,
Wow link . You look gayer every day\ufeff,,,
Looks like Link accidentally dipped into his wife's closet this morning.\ufeff,,,
"LINK, TOO FAR! IN THE CORNER NOW!\ufeff",,,
ROFL\ufeff,,,
"Link, I like your sweater\ufeff",,,
Hey link that sweater gets a 0%.\ufeff,,,
Link looks like he belongs on The View with that sweater on\ufeff,,,
I loved mad and me as a 5 year old. XD\ufeff,,,
those were the worst movie clips that I have ever seen!!\ufeff,,,
where's weird al?! FALSE ADVERTISING!\ufeff,,,
"\Not ET. Fax home.\""\ufeff""",,,
MAC AND ME IS A GREAT MOVIE! BRUH!...\ufeff,,,
"this, was a good episode:D\ufeff",,,
"3:22 I nearly spat out my dinner bc I thought he said \Kenny Loggins' brother\"" instead of Kenny Rogers.  Kenny Loggins' brother...clearly...is Rhett.\ufeff""",,,
Love that sweater Link!!!!!!!\ufeff,,,
my science professor has an Empire of the Ants poster in his office xD\ufeff,,,
that sweater link....\ufeff,,,
"This should be \Rhett and Link recreate scenes from movies with 0% on RT.\""  Future idea?\ufeff""",,,
"sigh Confession: I actually went to see \Staying Alive\"" back then... To say I was disappointed would be a rather large understatement.  It was Terrible with a capital T.\ufeff""",,,
"3:39 Link is gonna quit if you keep pushing him, he's sensitive.\ufeff",,,
why does rhett look baked in this video\ufeff,,,
Link sort of looks like my mom in that sweater. Kinda scary...\ufeff,,,
"Link, love the sweater\ufeff",,,
Where are the Star Wars prequels?\ufeff,,,
"the \eunh eunh eunh\"" part reminds me of the real life firebender ep lol\ufeff""",,,
the idea of a scary typewriter reminds me of that one ep of austin and ally\ufeff,,,
"\even little things\"" i'm crying\ufeff""",,,
"Link, never wear that sweater again. Your wife failed by allowing you to leave the house in that sweater blouse.\ufeff",,,
"As I\u2019m watching this, Empire of the Ants is sitting on my self.\ufeff",,,
woah these jokes\ufeff,,,
"Mac and me was one of my favourite movies growing up, and I am gutted I cannot find it anywhere :(\ufeff",,,
Why dont they say good mythical morning anymore\ufeff,,,
"They do, in the main video. This is part 4.\ufeff",,,
LINK OMG LOVEMAKING SESSIONS\ufeff,,,
Why is Link wearing his wife's sweater?\ufeff,,,
OMG that Rainbow Brite movie was my jam when I was little!\ufeff,,,
all of these were better than the ghostbusters remake\ufeff,,,
The movie with the singing horse reminded me a lot of the old G3 MLP serise. I wonder if it came out during the same time that MLP came out?\ufeff,,,
How to make a New York Times best seller: HDLDKHHOFJJSNSNAAAARRRRRARRRRRARRARRARAISPDJATTARRARAUSOLSBSJSOOSKDJODPSPKANNOOOOIA OARARAR OARARAR OSODHJDKXOOOORRRAAA\ufeff,,,
WTF Link.\ufeff,,,
Omg mac and me was my childhood film growing up I love this movie\ufeff,,,
Wamp wamp wamp  rhett & link\ufeff,,,
"If you listen to the clip from The Lonely Lady, it sounds like someone said, \Tokyo!\""\ufeff""",,,
Oml link\ufeff,,,
Everyone's talking about the Emoji movie but have people forgotten Norm of the North & Food Fight\ufeff,,,
Wow I feel so inspired by that alien\ufeff,,,
New song for me and my wife to make love to \n\nLittle things\ufeff,,,
It's better to have ants on your ship then crabs on your dinghy.\ufeff,,,
Mac and me more like Mac and cheese\ufeff,,,
If I was an actor I would be the one in The Lonely Lady lol\ufeff,,,
make longer videos again!!\ufeff,,,
I've actually seen Empire of the ants on tv on time. I didn't think it was that bad.\ufeff,,,
"It saddens me to see this show losing its family-friendliness. It used to be a part of our daily routine as a family, but now so many clips are inappropriate for kids.\ufeff",,,
"Still suck, you try hards!\ufeff",,,
BRO I LOVED MAC AND ME\ufeff,,,
IGN 10/10\ufeff,,,
Mac n me was a Sweet movie.\ufeff,,,
I recorded Mac and me off of TV and watched the VHS to death!\ufeff,,,
I want the book of mythicality for christmas mom\ufeff,,,
Umm dont tell me if you saw e.t. you wouldt set him on fire he is a turd creature.\ufeff,,,
That few percent saved the emoji movie from this\ufeff,,,
do food fight\ufeff,,,
Excuse me. Mac and Me will forever be the best.\ufeff,,,
Mac and me better t bhai an et definately\ufeff,,,
5:41 And that's the soundtrack of you and your wife's lovemaking.\ufeff,,,
Funny but I did like Mac and me more than et\ufeff,,,
mix vinegar and water. spray where ants go. this kills the ants.\ufeff,,,
all i know about mac n me is when paul rudd would show the same clip instead of the movie he was promoing every time he was a guest on conan 'o brian\ufeff,,,
Gotta day I miss the old gmm. I don\u2019t care for these new segmented videos\u2639\ufe0f\ufeff,,,
Closed captions at 4:09...\ufeff,,,
"3:34 \I would never do or say anything on the show that I wouldn't be comfortable with my kids seeing\""\ufeff""",,,
Pause at 1:30. It\u2019s really funny!\ufeff,,,
Pause at 1:30. It\u2019s really funny!\ufeff,,,
Even little things\u2026\ufeff,,,
Why do my kids like you two dim whits? I will be changing that for sure.\ufeff,,,
oldcollegeyouth dont be so rude to them\ufeff,,,
can i get a like for getting thru all 4 gmm videos?\ufeff,,,
I had the VHS to this movie when I was a little kid I would watch it over and over again. I saw it again a couple of years back and it wasn't the same. It's really bad. He was a bootlegged ET with his own straw that like to drink soda and was fireproof.\ufeff,,,
"If you can't say anything nice, don't say anything at all --- Thinking of ya'll in the previous video's comments!\ufeff",,,
The adpacoolyspe affected this channel alot\ufeff,,,
Missed opportunity to edit a 0% for Batman vs Superman then use the \u201cMartha\u201d scene.\ufeff,,,
Link: Finally my wife and I have a new soundtrack to our lovemaking \n\nRhett: \ud835\udc04\ud835\udc2f\ud835\udc1e\ud835\udc27 \ud835\udc25\ud835\udc22\ud835\udc2d\ud835\udc2d\ud835\udc25\ud835\udc1e \ud835\udc2d\ud835\udc21\ud835\udc22\ud835\udc27\ud835\udc20\ud835\udc2c\n\nMe: Slams on keyboard and wheezes\ufeff,,,
Emoji movie\ufeff,,,
Link nice sweater. NOT! \ud83e\udd23\ufeff,,,
wake up flowers!  I've been up for hours! there's work to do \ud83c\udfb5\ud83c\udfb6\ufeff,,,
Link looks so good in that womans sweater\ufeff,,,
3:37 too adult \ud83d\ude02\ufeff,,,
Not liking the jokes\ufeff,,,
Everyone knows why there was no rotting tomatoes because there was no words to describe how creepy and weird the movies is.\ufeff,,,
I thought this was supposed to be a family friendly Channel\ufeff,,,
Why is everyone so negative on today's episodes?\ufeff,,,
BrotherSquidman well it was kinda supposed to be a family friendly channel but the jokes...\ufeff,,,
"True, especially the turkey one.\ufeff",,,
Link's sweater is awesome. Everyone without a sense of style can keep their comments to themselves.\ufeff,,,
I had repressed all memories of that alien... Not happy to unearth that moment of my life.\ufeff,,,
Petition for Rhett and Link to make more sex jokes\ufeff,,,
bob jack z NO THIS IS LIKE THE ONLY APPROPRIATE SHOW ON YOUTUBE #Bringbacktheclean\ufeff,,,
They should have done the Percy Jackson Movies\ufeff,,,
These waves Be salty lol so true but the books were awesome\ufeff,,,
Ikr \ud83d\ude02\ufeff,,,
MAC AND ME WAS A MASTERPIECE GOD DAMN.\ufeff,,,
5:28 ......... just close your eyes........ gross.\ufeff,,,
This show is getting a bit unclean. I'm kinda upset about it cuz one of my favorite things about gmm is that I can watch it with my younger siblings without being worried. It was a family friendly show. Even though they've been bleeping out the cussing is still like they are trying to become like everyone else. You don't have to swear to get subscribers! No hate (but I'll probably get a lot of hate for this)\ufeff,,,
"Nah, no hate. I couldn\u2019t agree with you more. I\u2019m questioning if I want to be Mythical if being Mythical means lots of sex jokes. Forget that.\ufeff",,,
They're not swearing to get subscribers. They're just not censoring themselves anymore. They're just being candid and speaking like adults actually speak to each other.\ufeff,,,
I agree how it shoud b family friendly. I was a lot more funnyer but now its kind of awkward\ufeff,,,
"I do cuss and make sex jokes myself, however i much much much prefer the old gmm habits where they just didnt say it rather than bleep it. And they're using more sex jokes and they're more prominent and not as low key, i'm not exactly pleased with it but not annoyed enough to stop watching as I'm a really loyal mythical beast.\ufeff",,,
In my opinion it is slightly uncumfortable but they never said anything about the show being family freindly\ufeff,,,
Links sweater is nice stop being rude\ufeff,,,
Surprised they didn't talk about Troll 2\ufeff,,,
Emoji movies\ufeff,,,
OH HI MARK\ufeff,,,
"Where was \Oh Hey Mark\"" CMON mannnn \ud83d\ude39\ufeff""",,,
